index,user_id,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
Unnamed 11073,1014304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
Unnamed 11074,1014344,21.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0
83,1014408,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11075,1014417,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11076,1014426,9.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,6.0
116,1014479,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1014500,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11077,1014517,0.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0
Unnamed 11078,1014556,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11079,1014564,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11080,1014568,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11081,1014569,18.0,9.0,0.0,12.0,0.0,3.0,0.0,9.0,18.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11082,1014572,15.0,12.0,0.0,12.0,0.0,6.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11083,1014635,3.0,12.0,3.0,6.0,6.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11084,1014692,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11085,1014699,3.0,0.0,21.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11086,1014774,3.0,3.0,18.0,3.0,3.0,12.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0
Unnamed 11087,1014778,0.0,12.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11088,1014804,15.0,12.0,0.0,6.0,0.0,6.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0
5,1014837,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1014855,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11089,1014901,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11090,1015029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,9.0,0.0
Unnamed 11091,1015093,3.0,3.0,12.0,0.0,6.0,3.0,0.0,6.0,3.0,3.0,0.0,9.0,0.0,3.0
Unnamed 11092,1015126,0.0,12.0,0.0,6.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11093,1015129,18.0,12.0,3.0,15.0,0.0,21.0,0.0,15.0,15.0,3.0,6.0,9.0,3.0,0.0
Unnamed 11094,1015136,0.0,9.0,0.0,9.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 11095,1015146,15.0,12.0,6.0,18.0,0.0,15.0,0.0,18.0,12.0,0.0,9.0,0.0,0.0,0.0
Unnamed 11096,1015176,42.0,9.0,12.0,30.0,6.0,27.0,0.0,24.0,33.0,3.0,12.0,24.0,3.0,6.0
5,1015178,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11097,1015247,6.0,12.0,6.0,6.0,6.0,6.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0
Unnamed 11098,1015257,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11099,1015266,9.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
83,1015303,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11100,1015349,0.0,3.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11101,1015701,6.0,3.0,9.0,6.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,6.0,0.0,6.0
83,1015711,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11102,1015784,9.0,3.0,0.0,15.0,0.0,3.0,0.0,0.0,15.0,0.0,3.0,6.0,0.0,6.0
83,1015788,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11103,1015815,3.0,9.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0
95,1015842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Unnamed 11104,1015864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0
Unnamed 11105,1015882,6.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11106,1015898,9.0,9.0,0.0,6.0,0.0,12.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11107,1015929,15.0,9.0,3.0,6.0,0.0,3.0,0.0,3.0,9.0,0.0,3.0,9.0,3.0,3.0
Unnamed 11108,1016295,12.0,6.0,0.0,9.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11109,1016463,6.0,3.0,0.0,6.0,0.0,3.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11110,1016534,27.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,24.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11111,1016552,3.0,6.0,3.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11112,1016559,3.0,6.0,0.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11113,1016580,0.0,6.0,5.0,9.0,3.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,2.0
Unnamed 11114,1016689,3.0,3.0,3.0,9.0,0.0,3.0,0.0,15.0,0.0,3.0,9.0,0.0,0.0,0.0
Unnamed 11115,1016704,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11116,1016708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
Unnamed 11117,1016710,12.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11118,1016747,18.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11119,1016773,6.0,9.0,0.0,12.0,0.0,9.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11120,1016856,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11121,1016860,15.0,9.0,0.0,21.0,0.0,3.0,0.0,15.0,21.0,0.0,3.0,3.0,0.0,0.0
Unnamed 11122,1017010,3.0,9.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11123,1017032,12.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11124,1017051,9.0,6.0,0.0,3.0,3.0,6.0,0.0,0.0,9.0,3.0,3.0,9.0,0.0,3.0
57,1017112,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11125,1017129,12.0,0.0,9.0,3.0,0.0,6.0,0.0,6.0,9.0,3.0,0.0,6.0,3.0,6.0
Unnamed 11126,1017156,15.0,0.0,15.0,6.0,3.0,3.0,0.0,12.0,12.0,0.0,3.0,12.0,0.0,6.0
83,1017163,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11127,1017192,24.0,12.0,0.0,18.0,0.0,15.0,0.0,18.0,18.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11128,1017224,0.0,0.0,12.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0
Unnamed 11129,1017235,9.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11130,1017338,3.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11131,1017364,12.0,9.0,3.0,15.0,3.0,3.0,0.0,18.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11132,1017394,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11133,1017401,3.0,6.0,0.0,6.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11134,1017448,3.0,12.0,0.0,9.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11135,1017455,6.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11136,1017517,21.0,3.0,3.0,12.0,3.0,6.0,0.0,3.0,15.0,0.0,6.0,15.0,0.0,3.0
Unnamed 11137,1017560,3.0,0.0,12.0,6.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0
57,1017594,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11138,1017600,9.0,12.0,5.0,12.0,3.0,9.0,0.0,12.0,9.0,0.0,3.0,3.0,0.0,2.0
Unnamed 11139,1017603,0.0,3.0,18.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11140,1017677,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11141,1017697,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
83,1017719,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,1017732,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11142,1017760,6.0,6.0,18.0,3.0,9.0,15.0,0.0,6.0,6.0,0.0,3.0,15.0,0.0,3.0
Unnamed 11143,1017766,3.0,6.0,12.0,3.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,3.0
Unnamed 11144,1017802,9.0,6.0,3.0,0.0,3.0,3.0,0.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11145,1017804,3.0,12.0,0.0,6.0,0.0,12.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11146,1017807,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0
57,1017811,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11147,1017820,0.0,12.0,6.0,6.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11148,1017863,6.0,9.0,0.0,9.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11149,1017918,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0
Unnamed 11150,1017924,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
Unnamed 11151,1017926,0.0,3.0,3.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
Unnamed 11152,1017968,3.0,6.0,6.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11153,1018068,3.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0
15,1018137,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11154,1018143,12.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11155,1018224,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0
Unnamed 11156,1018290,0.0,9.0,0.0,9.0,0.0,9.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0
Unnamed 11157,1018316,9.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11158,1018333,3.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11159,1018339,0.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0
Unnamed 11160,1018356,6.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,3.0,0.0,9.0,0.0,0.0
116,1018375,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11161,1018385,6.0,0.0,3.0,6.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11162,1018393,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,6.0
Unnamed 11163,1018394,9.0,0.0,9.0,6.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,3.0,0.0,0.0
Unnamed 11164,1018453,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
116,1018460,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11165,1018484,21.0,3.0,3.0,3.0,3.0,3.0,0.0,12.0,21.0,6.0,0.0,0.0,0.0,0.0
Unnamed 11166,1018549,0.0,12.0,0.0,9.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11167,1018551,9.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11168,1018557,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11169,1018560,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11170,1018569,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,3.0
Unnamed 11171,1018598,0.0,9.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11172,1018626,15.0,9.0,0.0,12.0,0.0,3.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11173,1018643,0.0,9.0,6.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11174,1018652,3.0,12.0,18.0,9.0,6.0,9.0,0.0,12.0,0.0,3.0,0.0,12.0,3.0,3.0
Unnamed 11175,1018673,6.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11176,1018676,0.0,9.0,9.0,3.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
116,1018679,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11177,1018693,12.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11178,1018717,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11179,1018731,21.0,3.0,0.0,9.0,0.0,3.0,0.0,12.0,24.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11180,1018732,9.0,6.0,0.0,18.0,3.0,12.0,0.0,6.0,15.0,0.0,3.0,6.0,0.0,3.0
Unnamed 11181,1018755,12.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,3.0,0.0,6.0
Unnamed 11182,1018770,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,3.0,3.0,0.0,3.0
Unnamed 11183,1019001,3.0,6.0,3.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11184,1019010,3.0,9.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11185,1019056,0.0,0.0,18.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,3.0
Unnamed 11186,1019100,0.0,12.0,0.0,9.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11187,1019171,0.0,12.0,0.0,12.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11188,1019179,0.0,12.0,0.0,6.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11189,1019220,0.0,3.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11190,1019234,0.0,9.0,3.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11191,1019309,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11192,1019344,18.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11193,1019411,3.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0
Unnamed 11194,1019442,0.0,6.0,6.0,0.0,6.0,15.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
83,1019460,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11195,1019482,3.0,3.0,3.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11196,1019484,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,6.0
Unnamed 11197,1019509,9.0,12.0,0.0,6.0,0.0,3.0,0.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11198,1019513,6.0,6.0,0.0,6.0,0.0,9.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11199,1019536,3.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0
57,1019556,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11200,1019565,12.0,12.0,3.0,18.0,3.0,12.0,0.0,9.0,9.0,3.0,6.0,6.0,0.0,3.0
Unnamed 11201,1019598,9.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11202,1019607,0.0,9.0,6.0,6.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11203,1019623,9.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11204,1019678,24.0,6.0,3.0,3.0,0.0,6.0,0.0,9.0,21.0,0.0,6.0,12.0,0.0,3.0
83,1019710,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11205,1019741,15.0,9.0,0.0,6.0,0.0,6.0,0.0,12.0,15.0,0.0,0.0,3.0,3.0,0.0
Unnamed 11206,1019808,3.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11207,1019837,15.0,12.0,0.0,18.0,0.0,18.0,0.0,12.0,18.0,0.0,12.0,0.0,0.0,0.0
Unnamed 11208,1019844,12.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
83,1019890,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11209,1019908,0.0,12.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0
57,1019941,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11210,1019959,6.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11211,1019977,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11212,1019995,12.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11213,1020024,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11214,1020059,6.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,6.0,3.0
Unnamed 11215,1020084,15.0,0.0,18.0,6.0,12.0,3.0,0.0,12.0,9.0,3.0,0.0,12.0,0.0,3.0
Unnamed 11216,1020101,15.0,6.0,15.0,3.0,6.0,6.0,0.0,15.0,12.0,0.0,3.0,9.0,0.0,6.0
Unnamed 11217,1020122,9.0,0.0,12.0,0.0,12.0,0.0,0.0,9.0,3.0,0.0,0.0,39.0,9.0,3.0
Unnamed 11218,1020123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0
Unnamed 11219,1020135,0.0,9.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1020141,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11220,1020159,0.0,9.0,6.0,6.0,6.0,0.0,0.0,12.0,0.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11221,1020182,18.0,12.0,0.0,12.0,0.0,3.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11222,1020200,6.0,12.0,3.0,15.0,0.0,15.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0
Unnamed 11223,1020213,18.0,3.0,3.0,9.0,0.0,24.0,0.0,6.0,21.0,0.0,3.0,3.0,0.0,3.0
Unnamed 11224,1020220,9.0,12.0,0.0,9.0,0.0,6.0,0.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11225,1020280,6.0,9.0,5.0,6.0,3.0,15.0,0.0,3.0,3.0,3.0,0.0,9.0,3.0,11.0
Unnamed 11226,1020324,15.0,12.0,3.0,24.0,0.0,21.0,0.0,18.0,3.0,3.0,12.0,0.0,0.0,3.0
Unnamed 11227,1020327,0.0,12.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11228,1020415,0.0,12.0,3.0,12.0,0.0,18.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11229,1020418,3.0,6.0,0.0,6.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11230,1020494,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11231,1020554,6.0,6.0,3.0,12.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11232,1020590,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11233,1020746,0.0,9.0,0.0,6.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11234,1020770,12.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11235,1020800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0
Unnamed 11236,1020836,0.0,12.0,3.0,6.0,3.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11237,1020850,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11238,1020914,0.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0
Unnamed 11239,1020974,9.0,9.0,9.0,9.0,3.0,9.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11240,1020982,0.0,12.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11241,1020993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
Unnamed 11242,1021049,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 11243,1021071,0.0,6.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11244,1021110,3.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11245,1021113,6.0,0.0,9.0,0.0,6.0,3.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,3.0
83,1021181,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11246,1021205,12.0,0.0,18.0,3.0,3.0,6.0,0.0,3.0,9.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11247,1021234,3.0,6.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11248,1021311,6.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,5.0
Unnamed 11249,1021342,30.0,9.0,0.0,12.0,0.0,3.0,0.0,15.0,30.0,0.0,3.0,12.0,0.0,0.0
